EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.004,-0.002,-0.002,0.000,0.000,0.002,0.000,-0.002,0.000
0.019,-0.008,-0.008,0.000,0.000,0.011,0.000,-0.010,0.000
0.062,-0.026,-0.026,0.000,0.001,0.034,0.000,-0.032,0.000
0.153,-0.065,-0.065,0.001,0.002,0.080,0.000,-0.079,0.000
0.306,-0.130,-0.129,0.008,0.003,0.146,0.004,-0.152,0.000
0.506,-0.212,-0.213,0.029,0.003,0.203,0.018,-0.237,0.000
0.710,-0.293,-0.299,0.080,-0.006,0.205,0.050,-0.299,0.000
0.860,-0.345,-0.379,0.178,-0.036,0.119,0.103,-0.307,0.000
0.906,-0.350,-0.462,0.342,-0.116,-0.033,0.167,-0.250,0.000
0.829,-0.303,-0.595,0.579,-0.278,-0.154,0.219,-0.152,0.000
0.642,-0.224,-0.836,0.887,-0.549,-0.114,0.228,-0.061,0.000
0.365,-0.142,-1.231,1.239,-0.922,0.183,0.173,-0.013,0.000
0.012,-0.083,-1.781,1.591,-1.352,0.734,0.059,-0.003,0.000
-0.420,-0.050,-2.431,1.902,-1.759,1.411,-0.083,0.025,0.000
-0.924,-0.005,-3.076,2.150,-2.053,1.997,-0.195,0.162,0.000
-1.461,0.120,-3.592,2.354,-2.159,2.271,-0.213,0.484,0.000
-1.937,0.389,-3.871,2.573,-2.048,2.131,-0.095,0.995,0.000
-2.204,0.821,-3.847,2.896,-1.750,1.686,0.153,1.582,0.000
-2.090,1.349,-3.499,3.407,-1.355,1.252,0.477,2.029,0.000
-1.483,1.819,-2.858,4.130,-1.014,1.212,0.819,2.111,0.000
-0.390,2.013,-1.990,4.980,-0.932,1.829,1.160,1.722,0.000
1.022,1.731,-0.989,5.757,-1.318,3.105,1.552,0.944,0.000
2.468,0.926,0.022,6.200,-2.304,4.761,2.082,0.044,0.000
3.621,-0.166,0.895,6.066,-3.828,6.335,2.806,-0.631,0.000
4.208,-1.043,1.464,5.224,-5.600,7.359,3.699,-0.798,0.000
4.109,-1.133,1.577,3.714,-7.143,7.539,4.669,-0.413,0.000
3.402,-0.091,1.134,1.762,-7.923,6.851,5.616,0.242,0.000
2.336,1.985,0.117,-0.278,-7.534,5.516,6.497,0.622,0.000
1.252,4.529,-1.400,-2.029,-5.905,3.857,7.336,0.177,0.000
0.483,6.684,-3.254,-3.211,-3.426,2.140,8.173,-1.343,0.000
0.264,7.601,-5.234,-3.711,-0.886,0.488,8.992,-3.714,0.000
0.656,6.759,-7.113,-3.593,0.805,-1.083,9.667,-6.290,0.000
1.516,4.155,-8.668,-3.042,0.984,-2.548,9.972,-8.239,0.000
2.533,0.293,-9.695,-2.291,-0.493,-3.799,9.662,-8.871,0.000
3.335,-3.996,-10.034,-1.544,-3.162,-4.656,8.588,-7.935,0.000
3.627,-7.813,-9.608,-0.930,-6.102,-4.955,6.806,-5.755,0.000
3.298,-10.444,-8.452,-0.480,-8.271,-4.646,4.587,-3.115,0.000
2.440,-11.575,-6.732,-0.128,-8.921,-3.843,2.337,-0.917,0.000
1.287,-11.399,-4.754,0.275,-7.920,-2.790,0.458,0.219,0.000
0.111,-10.548,-2.905,0.919,-5.792,-1.741,-0.783,0.168,0.000
-0.875,-9.826,-1.563,1.958,-3.457,-0.821,-1.332,-0.753,0.000
-1.568,-9.853,-0.982,3.424,-1.800,0.025,-1.334,-2.039,0.000
-1.967,-10.824,-1.213,5.172,-1.316,0.962,-1.051,-3.258,0.000
-2.100,-12.523,-2.070,6.908,-1.957,2.132,-0.767,-4.202,0.000
-1.919,-14.526,-3.157,8.293,-3.221,3.536,-0.717,-4.884,0.000
-1.272,-16.431,-3.986,9.073,-4.393,4.993,-1.056,-5.410,0.000
-0.004,-17.967,-4.156,9.185,-4.838,6.180,-1.820,-5.801,0.000
1.869,-18.986,-3.506,8.768,-4.240,6.705,-2.890,-5.873,0.000
4.070,-19.424,-2.144,8.091,-2.671,6.247,-3.999,-5.295,0.000
6.119,-19.292,-0.312,7.393,-0.490,4.715,-4.819,-3.796,0.000
7.513,-18.674,1.814,6.723,1.845,2.346,-5.122,-1.380,0.000
7.931,-17.742,4.249,5.883,3.926,-0.345,-4.910,1.630,0.000
7.387,-16.721,7.088,4.567,5.494,-2.753,-4.451,4.701,0.000
6.238,-15.807,10.253,2.593,6.495,-4.418,-4.191,7.255,0.000
5.035,-15.036,13.331,0.081,7.095,-5.176,-4.576,8.837,0.000
4.267,-14.243,15.673,-2.569,7.567,-5.188,-5.861,9.280,0.000
4.138,-13.141,16.701,-4.877,8.106,-4.868,-7.969,8.773,0.000
4.506,-11.501,16.239,-6.502,8.702,-4.728,-10.493,7.764,0.000
4.980,-9.301,14.658,-7.364,9.189,-5.185,-12.876,6.695,0.000
5.100,-6.794,12.766,-7.605,9.402,-6.399,-14.671,5.757,0.000
4.533,-4.440,11.473,-7.436,9.280,-8.201,-15.741,4.844,0.000
3.198,-2.730,11.386,-6.991,8.846,-10.158,-16.262,3.721,0.000
1.304,-1.965,12.568,-6.275,8.140,-11.704,-16.544,2.272,0.000
-0.758,-2.085,14.557,-5.223,7.191,-12.340,-16.799,0.648,0.000
-2.618,-2.664,16.600,-3.784,6.041,-11.837,-16.987,-0.789,0.000
-4.124,-3.066,17.953,-1.976,4.814,-10.403,-16.810,-1.648,0.000
-5.389,-2.705,18.128,0.131,3.748,-8.658,-15.871,-1.718,0.000
-6.658,-1.289,17.008,2.446,3.149,-7.358,-13.937,-1.109,0.000
-8.097,1.064,14.827,4.859,3.254,-6.986,-11.161,-0.236,0.000
-9.663,3.885,12.018,7.242,4.080,-7.463,-8.091,0.356,0.000
-11.110,6.555,9.009,9.444,5.327,-8.195,-5.441,0.254,0.000
-12.099,8.540,6.084,11.288,6.442,-8.390,-3.774,-0.646,0.000
-12.338,9.573,3.373,12.547,6.830,-7.475,-3.272,-2.123,0.000
-11.721,9.751,0.975,12.965,6.135,-5.403,-3.690,-3.753,0.000
-10.392,9.530,-0.940,12.301,4.448,-2.729,-4.472,-5.045,0.000
-8.698,9.577,-2.142,10.445,2.323,-0.394,-4.992,-5.562,0.000
-7.045,10.468,-2.503,7.513,0.558,0.773,-4.796,-5.047,0.000
-5.751,12.374,-2.140,3.874,-0.133,0.550,-3.757,-3.522,0.000
-4.993,14.922,-1.438,0.066,0.571,-0.500,-2.048,-1.294,0.000
-4.811,17.392,-0.910,-3.337,2.474,-1.347,-0.012,1.146,0.000
-5.125,19.093,-1.017,-5.840,4.957,-1.082,1.961,3.268,0.000
-5.753,19.696,-1.983,-7.126,7.256,0.601,3.520,4.638,0.000
-6.430,19.323,-3.717,-7.160,8.783,3.260,4.406,5.021,0.000
-6.844,18.420,-5.859,-6.257,9.344,5.932,4.539,4.450,0.000
-6.707,17.520,-7.971,-5.029,9.157,7.586,4.053,3.243,0.000
-5.834,17.010,-9.706,-4.189,8.687,7.606,3.244,1.911,0.000
-4.228,17.003,-10.873,-4.315,8.412,6.053,2.402,0.982,0.000
-2.129,17.342,-11.382,-5.656,8.638,3.562,1.671,0.790,0.000
0.023,17.740,-11.212,-8.076,9.380,0.951,0.995,1.343,0.000
1.714,17.926,-10.429,-11.127,10.344,-1.169,0.181,2.321,0.000
2.544,17.724,-9.241,-14.228,11.018,-2.557,-0.999,3.218,0.000
2.382,17.039,-7.985,-16.867,10.913,-3.246,-2.646,3.545,0.000
1.412,15.836,-7.041,-18.758,9.837,-3.340,-4.599,3.037,0.000
0.047,14.148,-6.699,-19.874,8.003,-2.889,-6.392,1.766,0.000
-1.219,12.107,-7.031,-20.361,5.888,-1.905,-7.435,0.093,0.000
-1.962,9.961,-7.829,-20.351,3.933,-0.480,-7.332,-1.506,0.000
-1.948,8.061,-8.655,-19.832,2.330,1.099,-6.108,-2.650,0.000
-1.218,6.796,-8.993,-18.659,1.001,2.330,-4.209,-3.151,0.000
-0.090,6.493,-8.446,-16.679,-0.283,2.662,-2.273,-2.997,0.000
0.939,7.248,-6.909,-13.878,-1.748,1.781,-0.824,-2.267,0.000
1.380,8.783,-4.603,-10.455,-3.494,-0.156,-0.043,-1.104,0.000
0.953,10.439,-1.977,-6.806,-5.435,-2.557,0.293,0.271,0.000
-0.313,11.389,0.477,-3.406,-7.347,-4.688,0.661,1.531,0.000
-2.104,10.982,2.339,-0.626,-9.002,-5.999,1.495,2.278,0.000
-3.962,9.038,3.272,1.401,-10.303,-6.284,2.910,2.147,0.000
-5.440,5.934,3.014,2.786,-11.300,-5.648,4.630,0.966,0.000
-6.206,2.477,1.464,3.757,-12.116,-4.385,6.157,-1.097,0.000
-6.071,-0.401,-1.172,4.506,-12.861,-2.857,7.056,-3.498,0.000
-4.995,-1.992,-4.314,5.106,-13.584,-1.365,7.182,-5.463,0.000
-3.082,-2.097,-7.111,5.519,-14.253,-0.041,6.755,-6.292,0.000
-0.584,-1.096,-8.702,5.658,-14.729,1.178,6.280,-5.667,0.000
2.127,0.246,-8.530,5.453,-14.802,2.452,6.340,-3.795,0.000
4.613,1.153,-6.568,4.875,-14.321,3.865,7.316,-1.294,0.000
6.458,1.202,-3.358,3.906,-13.327,5.276,9.203,1.126,0.000
7.376,0.455,0.179,2.505,-12.062,6.341,11.619,2.999,0.000
7.313,-0.681,3.054,0.642,-10.832,6.735,13.978,4.232,0.000
6.456,-1.762,4.506,-1.586,-9.840,6.405,15.675,4.982,0.000
5.145,-2.552,4.220,-3.861,-9.102,5.663,16.224,5.425,0.000
3.733,-3.068,2.415,-5.713,-8.499,5.035,15.372,5.578,0.000
2.468,-3.456,-0.204,-6.738,-7.901,4.979,13.184,5.309,0.000
1.438,-3.816,-2.684,-6.841,-7.269,5.646,10.055,4.472,0.000
0.609,-4.078,-4.153,-6.299,-6.683,6.785,6.591,3.082,0.000
-0.072,-4.002,-4.137,-5.611,-6.272,7.830,3.393,1.403,0.000
-0.563,-3.300,-2.711,-5.241,-6.089,8.135,0.876,-0.133,0.000
-0.725,-1.826,-0.451,-5.427,-6.001,7.300,-0.779,-1.129,0.000
-0.420,0.317,1.781,-6.141,-5.677,5.403,-1.570,-1.406,0.000
0.359,2.839,3.130,-7.166,-4.707,2.974,-1.608,-1.075,0.000
1.431,5.425,3.047,-8.198,-2.810,0.752,-1.101,-0.481,0.000
2.476,7.842,1.482,-8.944,0.000,-0.642,-0.357,-0.055,0.000
3.160,9.953,-1.076,-9.196,3.389,-0.936,0.273,-0.137,0.000
3.265,11.656,-3.773,-8.906,6.803,-0.299,0.486,-0.821,0.000
